,cds_length,dnase_gene,dnase_cds,H3k4me1_gene,H3k4me3_gene,H3k27ac_gene,H3k4me1_cds,H3k4me3_cds,H3k27ac_cds,lamin_gene,repli_gene,nsome_gene,nsome_cds,transcription_gene,repeat_gene,repeat_cds,recomb_gene,AAA_freq,AAC_freq,AAG_freq,AAT_freq,ACA_freq,ACC_freq,ACG_freq,ACT_freq,AGA_freq,AGC_freq,AGG_freq,AGT_freq,ATA_freq,ATC_freq,ATG_freq,ATT_freq,CAA_freq,CAC_freq,CAG_freq,CAT_freq,CCA_freq,CCC_freq,CCG_freq,CCT_freq,CGA_freq,CGC_freq,CGG_freq,CGT_freq,CTA_freq,CTC_freq,CTG_freq,CTT_freq,GAA_freq,GAC_freq,GAG_freq,GAT_freq,GCA_freq,GCC_freq,GCG_freq,GCT_freq,GGA_freq,GGC_freq,GGG_freq,GGT_freq,GTA_freq,GTC_freq,GTG_freq,GTT_freq,TAA_freq,TAC_freq,TAG_freq,TAT_freq,TCA_freq,TCC_freq,TCG_freq,TCT_freq,TGA_freq,TGC_freq,TGG_freq,TGT_freq,TTA_freq,TTC_freq,TTG_freq
PC 76,0.0006188520426601896,-0.0003604925143250124,0.0008691450677163528,-0.0003282037993879521,4.6664993373573584e-05,-0.00011441637792611661,-0.00012126364191848357,0.0004067087376454382,-0.00013626246950136645,0.00045108639179959435,-0.0005637428812715166,-8.540492277521981e-05,-0.0002828400363592432,9.492375746803124e-05,0.0002424039643988407,-0.00027523017039018417,1.2695152347122832e-05,0.005854485045119925,0.13760554547855347,0.006595622747535366,0.02200494407694764,-0.26707807509420634,-0.13161082419736353,-0.036732986073398644,-0.02579646030866953,0.024218405609169616,-0.08859922151539754,0.0236239775668714,0.009436362981581403,-0.020386849289162297,0.009308933359161747,0.0020590462221175554,-0.2234971106131648,0.1186057642583329,0.26617039277355853,0.1468271361010605,0.11547340458266053,-0.15331072721422506,0.001531180434659482,0.14711556507678536,0.1512746719225475,-0.06283432045914825,-0.31343289006111613,-0.13097941795924273,-0.056983748531313674,-0.08142867894974369,-0.10526554546606492,-0.1860117994888271,-0.2615931161543536,-0.028201896050705708,0.11642132715926859,-0.01755144523851407,-0.00019686918530534454,-0.03342855037635303,0.18008279427494608,0.3082836612354404,0.24520399259598347,-0.0030627827709130417,-0.17175716650409137,0.0028499768733848685,-0.0043779780957952305,-0.010784980159534045,0.007928572630198222,0.0023340923764532256,-0.13418569406531677,0.006283793983656099,0.11241984249402698,0.005831904063834603,0.022794220150408655,-0.1273268837206783,-0.007721282912548144,0.049805990078585397,0.10315531826470037,0.0051845046415149535,-0.11198862587190829,0.011672962065054655,0.0006402608284789592,0.15936853564970913,0.17263193619373202,0.19363077261413203
PC 9,-0.02710952656856601,0.05300512956103068,0.03005189737441642,-0.0006633943033467066,0.1354369679442638,0.013529352355406074,-0.011874519380891926,0.13513116375282813,0.00014687029632879864,-0.1502765358187959,0.07961395046528755,-0.0766279203922201,-0.07455287005152911,0.10674571516975205,0.39459589643325615,0.5410648027727274,-0.03216401549194552,0.06468104134628141,-0.02361079492430218,0.060589018375897974,0.03985607645841821,-0.06596292262569764,0.042309700584607646,-0.06747468433499007,-0.023643718494900115,0.12521002885127577,-0.162213360999655,0.06662359708994578,-0.02093697823892005,0.02740753015277077,-0.033581919008107815,-0.021121455162732446,-0.05479210534190529,-0.123708336621529,-0.009604969037732496,-0.1671589259640702,-0.014234450702633395,-0.07585745902989394,0.0610931602873035,0.004758139476534967,0.15569935976562865,-0.03576452936103758,-0.025367641180409354,-0.019457778082099798,0.00991968014139411,-0.07417933814522845,0.11281883665718481,-0.014910407891690684,0.11525646797960436,0.12574429764719153,-0.056047203692526366,0.12509420781608063,-0.09151808200965364,-0.3387991334510775,0.004534583583707182,-0.03159673358688477,-0.07412626381191757,0.11316325453827808,-0.04617914223122097,0.02845351593832387,-0.043794012409126185,-0.006890583074059697,0.08314719700639323,0.046191698906858696,-0.0934507628336866,0.04537140766748365,-0.021960740748666774,-0.01627389110087055,-0.050339454987562565,0.11945414631068174,0.07793818702106248,-0.0005650471909443404,0.04948033433212855,-0.0398707739795615,-0.1052801087778303,-0.028251223959639433,0.07710007783794151,-0.009357028023353666,0.10751718769816265,-0.11637939641117571
PC 63,-0.012064527628821561,-0.013019317015904613,-0.004778412654506431,-0.017908304976315306,0.042661503975195844,-0.013027562629319048,0.0019231241116837716,-0.042045811861565335,0.01679988287104027,-0.0030687522503079767,-0.001177277087642141,-0.07550010054561099,0.12229505704485988,0.0030471178847390756,-0.04034014935796171,0.05695763949194399,-0.002249593354035684,0.060839727296417456,0.04317434720910608,0.09333730499853224,-0.3233678219665781,-0.013304822538501349,0.031191538196483792,0.05687787310025709,0.05532218267668523,-0.027078186527979227,0.06544712983390019,0.0750418650039435,0.0702162757028042,0.23220139279499796,0.19612988335097012,0.1776748110656,0.3747439266850167,-0.06460248354690926,0.015513833293408356,-0.008145963602305246,-0.1732159663227498,-0.09895835516124868,0.0007577908186533269,0.015779124024051613,0.03961735079252465,-0.05182583148064165,0.008871145942798898,0.011132676522640397,0.003865543541800253,-0.11921436993172957,-0.09767575255078036,0.27617653743267423,-0.15830254568081523,-0.13741983076411907,-0.008535787335393813,-0.011634712980777569,-0.14294606722426115,-0.05482390321710094,-0.04940191594182714,-0.04946658713150241,-0.0015718698942008905,-0.07765459201791265,-0.00851819437717859,-0.003629170372473234,0.010817531977590562,-0.10860555244039678,-0.06785106197423955,0.1360085994087614,-0.14782099474702015,0.011814777223097324,0.07493274407305894,0.045994932817935597,-0.13823162101024666,-0.03663835125271622,0.02224023454449372,0.03580459677099888,0.04901638325569062,-0.18593453934043375,-0.2398158000101822,-0.16695352313571968,-0.10935280645212006,-0.15197753623405835,0.05900393186000405,0.2966646833047886
PC 24,0.2780046270235015,0.028957884324483762,0.04575817113511424,0.14896490355884093,0.04252431945221734,-0.2213783940673245,0.1919547405853697,0.06940961122775069,-0.21314181298320362,-0.14032809197469132,-0.00258770116867596,-0.10772649487047328,-0.03315604752930773,-0.0532753027375556,0.06672415819215997,-0.09184039454147769,0.018739420675627644,-0.05763196490461467,0.059922298327958645,0.0121893184202949,-0.05697481398459431,0.007370852889415934,0.09823687977365458,0.06804776400495516,-0.10881784752006723,-0.07358212231437046,-0.06635775904982456,0.17816196033243753,-0.05450242610274003,-0.06307253852133002,-0.1462156461911296,0.2616770041151262,0.026915190029712207,0.134797875454736,0.08864070023905131,-0.11775407851068245,0.02486560356338926,0.09986071473617959,-0.06273451279315313,-0.03629340392937269,-0.09762875140267137,-0.00023563588297921025,-0.014821900784449747,-0.046774830338639224,0.01938153598761978,0.10446445137935746,-0.220838978029037,0.01542325219935481,0.0889706096274642,-0.03835605264664135,-0.17714583547598778,0.135899704173522,-0.020449885652684623,0.026564492112358156,-0.02743530545292635,-0.0281692853242299,0.04088988939794776,0.17153798426760972,-0.029448896793275777,-0.018271853162992055,-0.14030653286394534,-0.1723945280660315,0.2857245627578248,-0.17093998985433428,0.10749624201008777,-0.09381965545524429,0.11087896794493607,-0.16882631421927682,-0.006258272910410213,-0.05641942472731805,-0.09898746411619483,-0.06042214628119459,0.09787529404367996,-0.09724312783445059,0.10439057236813226,-0.08317311381400641,0.11543736735146479,-0.02396870443907475,0.09701483896541965,0.12329039298606978
PC 68,0.0017359590275288328,-0.0007461508394519226,-9.050509741270795e-05,0.002362764183969201,-0.003585199549882059,0.0017885968346348265,-0.002948495247106702,0.0024569740260972014,-0.00010649061577529956,-0.00121841479738901,0.002238195570655979,-0.0007618336179524739,0.0038731085488873662,-6.947741984457412e-05,0.001046129211172987,-0.001147914269354327,0.0010938841440957421,-0.13588187031788332,-0.09620478870806515,-0.4644842389010477,-0.21986691028638444,-0.08779517995338283,-0.07057030508475429,-0.07596668630881043,-0.059478624776855706,0.16870409925838076,0.09656731467447646,0.0801545037919966,-0.14586576730424655,-0.04666994011074584,-0.04802160656481446,-0.0837479146089822,-0.10577178079082201,0.060016154874454504,-0.01627804769914816,-0.24896509883975843,-0.053054001872062544,-0.07309967070830457,-0.10770151573009665,-0.12288661944574712,-0.07022930778498096,-0.01649669070356257,-0.06681407756705572,-0.08014536210690809,-0.18728719915435063,-0.03534878024985373,-0.07449455924392072,-0.1061049057925574,-0.08706097108019634,0.09847152355262703,-0.012040316606653376,-0.27701819199826055,-0.056982896624448734,-0.03596267304235548,-0.05789615092358226,-0.1019516447841645,-0.03211443676400304,-0.017847282860799923,-0.06095186636110495,-0.0778018730338029,-0.21177569289859724,0.12563120243916792,0.1325087673019058,0.23231759878135586,0.14033165001655024,0.04284810062650264,-0.004971835990471879,-0.10088108265874474,-0.05506295193802335,-0.03255701096247386,-0.02376928203838069,-0.03173717290870108,-0.037273641320925976,-0.04416082478138428,-0.06962735254626251,-0.0851231166668602,-0.33778874946867704,-0.049487895151404324,-0.03627618919858262,-0.040016633945369355
PC 72,-0.0017760023764842312,-0.0004525792311098325,0.0006370643785447968,-0.0006623662289650407,0.0005850878078635293,-0.0001615449486225759,0.0018531552105130675,-0.0004040342510613845,-0.0004480220075479546,0.0005722016946724875,-0.0009327369516623635,3.997424469856167e-05,0.0015002111081747274,-0.000543275032787803,7.815430738199527e-05,0.0024923835165662662,0.00036276738711284867,0.007834963366746849,-0.2027220434995776,-0.07867261122200118,0.027009162018820476,0.043641498246356575,0.05876817738454185,0.1139945535225739,0.05900452100969813,-0.04370803066600054,-0.05608357806655327,0.24238335873327693,0.015214813407114704,-0.058329116485134676,-0.13269837237569732,0.0017988222200525789,-0.09853944785694235,0.2060454909776764,-0.042352523742467466,0.18220097790217496,0.19552980972351913,-0.021239184279660137,0.0018970974723962657,0.1518179693847704,0.022304480651071414,0.0009265943376718408,-0.03886466852780811,0.3364843873447414,0.028322708072425123,0.07655878967394791,0.002983762633604916,0.3009252922313127,0.0904467402522802,0.1307228346275074,-0.1333508254638645,0.034923166724002974,0.09237523698805365,-0.08820943669642986,-0.15075035953377033,0.04224014435691338,-0.07272191089935957,-0.2567133791361379,-0.44984437896705887,0.0031259256627532914,-0.12271742500901599,-0.004427890814155084,-0.07580719389210212,0.049727273444675306,-0.021888148170752283,0.03093412428221276,-0.1316642186047202,-0.004591261577968013,0.061964599678359794,-0.035951652424183383,-0.01682788424135169,0.04571085013147449,-0.004142184649637115,-0.10621904528404572,-0.14885576150809654,0.1569644832671706,-0.04967645166216386,0.023844616933610632,-0.08363174690764695,0.08539299726282812
PC 29,-0.020832112265618645,-0.021312001610533156,-0.09681149549346996,0.021603325666698384,0.0267780500538394,-0.0229229910391564,0.01714408412839945,0.02213627047054893,-0.03652553513149878,-0.0392698459510149,0.017584984111293955,0.06737868006782306,-0.01984101991691665,0.05758296707793454,0.024220702123428556,-0.0420046123886255,0.007395548680753924,0.05405521459580983,-0.34410477030274966,0.16262757966173577,-0.014142664682971835,0.34936907868085976,-0.11679399757595518,0.07006886709564308,-0.36636996382157333,0.08368030962445647,-0.0832787589111924,0.03073159418071826,0.009531181943834014,0.01591683838017317,-0.12805351522035188,-0.08140793053799415,0.045374167659503604,-0.04001032103741842,0.10489868855435365,0.024994670494651212,0.04557913072638997,-0.07025283895681324,0.02241415898709103,0.03345257253884959,-0.03776150408516783,-0.08110877336868362,0.037556963546565285,0.0479583837602573,-0.11532368328763358,0.15418356650205198,0.008932882303317013,-0.058902067585961226,-0.09284807444413436,-0.004919378753838549,0.217493643010085,-0.12351393719455896,-0.05203532842681305,-0.08859618465147885,0.06759397893797688,0.041082920419023075,-0.011630443695531546,-0.21758675395856664,0.09548344143171304,0.0531259341569005,0.07792482704285209,-0.27718033790499025,-0.026517069898752438,0.10401363039770462,0.05185888829982031,0.016833969495537365,0.03157551794068311,-0.06207413384408256,-0.03152940948459661,-0.03969189223649677,-0.11623678577961385,-0.2597407762538361,0.2581906097035346,0.10511175743246572,-0.046331052975646735,-0.11435185818782534,-0.01746805735679255,0.013825594724109616,0.07244717885901213,-0.06460791247989084
PC 40,0.04450556876360137,-0.10828213495013889,-0.025422835230265596,-0.0011320635157896358,-0.0035313921027702033,-0.03503830654841979,0.0451460625504807,0.04830474835591156,-0.009038775767879093,-0.10125373268130602,-0.15198703366814287,0.01826328755051923,0.03396174691563611,0.018868726313946746,0.14423038283236508,-0.23133155560707663,-0.03036457533764543,0.08958525317121298,-0.008762182064802726,0.14530113879416034,-0.08107856092344991,-0.14808636491387664,0.10090911311908199,0.03626055416829055,0.0503424726982699,0.08150393270075765,0.09924638072081107,-0.05854486217359782,-0.14026006106998815,-0.18743643676100857,0.028821660761056328,0.12437820694279517,-0.10394683192764435,-0.1885472717708636,-0.08924490944723856,0.14296807425837596,0.04750383838563882,0.0655493896957262,0.014967458293397478,0.02389430494878579,-0.10898856700627246,-0.1868878861461095,0.026320122554446775,0.024546148604446177,0.15782540858136082,-0.08072770277923547,0.12989680887568503,-0.016139788428093327,-0.04558813775053128,0.17084936767246545,0.0820891702391309,-0.13954425215694805,-0.2643604615238053,-0.13486931561679583,0.06666886695220718,0.0036619413081913966,-0.010196893071897181,-0.012038283706087366,0.02315572314267877,0.0023642435859763875,-0.018800179203326092,0.3082647167386836,-0.1310597168829309,-0.08938767417529182,0.13191141458273187,0.03835389693105998,0.056078744942250736,-0.22657595303726533,-0.07224943847845179,0.13275936285973713,-0.2644373278077042,-0.03852815509433276,0.13620666394892544,-0.06373317323999803,-0.16435489326342534,0.04308962637619025,0.11398977846057612,-0.07113212521416423,-0.1073673010424732,0.08915884526274778
PC 49,-0.013972680322642261,-0.09986779827217117,-0.0034396388521075183,-0.01780176904562565,-0.017827374853162208,-0.021134839796049264,0.027363352946367346,0.05562566209017032,0.02721093069215713,0.009528901693515182,-0.015019108610643275,0.09640704137906972,-0.0425365550046767,0.06163891019301115,0.11248392657782756,-0.20466320528919624,-0.02220567400554556,0.0972047741192662,-0.10453908661033552,-0.0995816109691243,0.1942796830497524,-0.030472868919229207,0.04661289546277719,0.0942353781707602,-0.017816836295702868,-0.10987528588965617,0.15628050489594314,-0.05435562487071814,0.01080552132834122,0.04171729760008186,0.24378181170155305,0.1285836858175572,-0.21333810902840586,0.0608102761903565,0.024958851382859915,-0.07851246372916115,-0.13661081493112748,-0.003537618265369094,0.019343306593529314,-0.06983173909942142,0.0103431827365719,-0.1577193708947433,-0.06561857493665753,0.14248043613016442,-0.060373588582073194,-0.20692594517875634,-0.08468784271206722,0.07002713415995476,0.1875745007877367,-0.027298786550863118,-0.031568271754010946,0.05229448554260485,-0.14556878186627106,-0.055156806081113105,-0.0710544401321077,-0.028858436073178867,0.060490715930205594,0.07783076389748368,-0.08298743747072256,0.14340340732862178,0.04290987003034623,-0.22177135358412847,0.00023221419662003417,0.08073826189550717,0.09399074463182717,0.020938116340539513,0.23230419267027613,0.25183289668822895,-0.22736179730128042,-0.050154473141553024,-0.0022215963114356127,0.07190043912390619,-0.0027779603401329248,0.05621616031842093,-0.06809872374251474,-0.1542618069983911,0.0022708512651041235,0.30151657326856457,-0.11907458289757358,-0.20252673765503357
PC 59,-0.016601097415475323,-0.06235278091610506,0.06795260681119676,0.04872356504871543,0.11107557062773045,0.03218062262413629,-0.04344946246478172,-0.12821130249715362,-0.03778824525160121,0.019710339280719788,-0.012098269025851538,-0.47140033301434786,0.6164739773275683,-0.004036916201888979,-0.03812555687622451,0.006709773127538163,0.0022271360307852817,-0.1742373097008141,-0.05822802585029885,0.019294419029500076,0.17603430518508567,-0.02197219135388198,-0.019719705764997736,0.013885703245116704,-0.020098849646548657,-0.02084237476276732,-0.010143601963465115,-0.010791542347995509,-0.046862807022286686,0.0052818334045321574,-0.011157295090796215,-0.015317068231702313,-0.01680050869187851,-0.002522990365326376,0.03007662064072402,-0.05179773600330775,-0.014371182489359619,-0.027294449056518635,0.2302545760728484,-0.007995853711997222,-0.05400200512582567,0.02188774145142648,-0.22209810783468306,0.25620715124612076,0.05355406359690998,-0.010068548542805745,-0.015804858644600038,0.00038254533756004044,-0.003468423366292887,0.08357373360429851,-0.01916907594382828,-0.02123364002848204,-0.07123287798959987,-0.001796316602575329,-0.044188999757290584,0.03655958462827201,0.03399153706578373,0.030459986707645992,0.17906099096110242,-0.14819327820573475,-0.007403442802780109,-0.011166340880707455,-0.018830957736616735,-0.00994111606159248,-0.0002857889066308142,0.0908003049438917,-0.0163915095225641,-0.027245479915634634,-0.020118027752602078,0.0017285308620334366,-0.018633427910838135,-0.014190088500409821,0.023082004008556853,0.01822842624289306,0.0616235320910272,-0.01741098087313019,-0.03360291053796797,0.048431937223568484,0.03849714169326583,-0.09508011308390221
PC 12,0.22716516942836373,-0.06193439353613134,-0.0811876694694059,0.010446956165099441,-0.0679584954498755,0.07786524810091536,-0.00237485323835418,-0.09855713360957843,0.07378048699142552,-0.11432552190732007,0.03826453685605094,-0.2349465032926953,-0.13171309576037035,0.028644548812739756,0.08931571451090922,-0.17644091093786507,0.1199923196065579,0.0220037623718502,0.010580209225691292,-0.019646041228859573,-0.0033716233305408905,-0.036525733810735414,0.16433412958592297,0.049665716189633724,0.03709592413282964,-0.03172399517436178,-0.14748385051642893,-0.04737601213964009,0.16704277969127013,0.022988993185504854,-0.20504152609642098,-0.04156900351447712,0.029468960570183927,-0.04267775134025224,0.036770841624083464,0.027600126949333816,-0.30376247635805537,0.18967457792681724,0.16946233291211307,0.03195663169639018,0.06117618323007781,0.027902228305503648,-0.07068854525150277,-0.02805092045240133,0.09401398848299644,-0.027767814424164036,0.022522148650470385,-0.001990333931478051,-0.1384520948279691,-0.01638067453170643,0.18390944631567915,-0.14210313337257155,0.14783641753333351,-0.2611507303028736,0.014112962778285332,-0.10048223297047734,-0.12997069642910566,-0.05459777468738044,-0.10168550492489349,-0.010313248025331385,0.1659343466708461,0.09323353040585436,0.2268177789165359,0.02276994698913371,0.15440356169846847,0.04621705059830317,-0.029073728125409943,0.0921515057740197,0.02106572662807777,-0.21247086525403042,0.18610817864610582,-0.0010339101920994473,-0.07377203620841696,0.13422819131574565,-0.053721234697207694,-0.03203147585353201,0.023254039198229205,0.041827477916153114,-0.11232582447632414,0.0829216169939754
PC 15,-0.15756925114857737,-0.006651980171242354,-0.03812748639053527,-0.06395856023487573,0.02115581151679232,-0.08288635245292438,-0.076896486136973,0.0033923313749194828,-0.0889442244091763,-0.2103983420979771,0.14925211483134138,-0.21248242562750302,-0.09125303444750178,0.48846644300277253,0.13092553812682584,-0.03352916795030268,-0.3730950476128876,-0.10418132551053277,-0.1528253682918242,-0.017346510002646726,-0.0625078313872184,-0.05101283501545663,-0.008748700273326193,-0.008520900892619157,-0.055186109775594155,0.008259827796940233,0.16675529737080802,0.055614874114429225,0.015567161482663211,0.0007217025009361444,0.18724406288461376,0.05653185362033375,-0.0032537197346022284,-0.06572734179445006,-0.09392623357343238,0.1580813141921667,0.08019821670456781,0.08002336367916958,-0.03488444924208018,-0.04070355207475167,-0.0251074278743598,0.04364295037081095,-0.03967876089210008,-0.04823426966094191,0.03737489126930223,0.28834627863225115,0.03246792270321471,-0.02682676036423096,-0.09626721490737941,-0.07357309247504137,0.00524458593892,0.05398868730979721,0.13541515053883482,0.12002379518377593,-0.03330188603865751,-0.043410365684965396,0.07098684120563016,-0.008670051905153084,-0.02621752766428334,-0.08444125189190012,0.026154857744226254,0.09229919447840733,0.06343209595888573,-0.10486822674617091,-0.011883685300571397,-0.04097938969640615,0.16531096240393575,0.09883730083532624,0.07446791379742065,-0.04806833613098407,0.07762004213919423,0.09754640380225131,0.0657943719223216,0.04003542399570484,-0.02143630860665154,-0.02817314445359788,-0.08231599919232585,-0.028430305088933586,-0.06573302568058811,-0.011942116937777227
PC 13,0.12627516096357475,-0.011347597059761946,-0.030631291824602766,0.02023496063330743,-0.1119861119634116,0.09420182974289837,-0.019058222984640716,-0.15609422145969695,0.08516061705418795,-0.2811223507057774,0.18748311538704046,-0.036465697597478974,-0.09328417793649894,-0.002318936593224602,0.061493603198736445,0.019395550102509596,0.05526009584359291,-0.030291831360896804,-0.1254303860260902,-0.10907998885293321,0.06958370810396255,-0.05536621659317559,0.04161416467324578,-0.0792320242272063,-0.24135063919159166,-0.09383674628853031,-0.021929018879396356,-0.0810947677181138,-0.17087881141957934,0.07500668602463878,0.16490321417180856,0.2938498386897206,0.135011019509868,-0.09186082102684169,0.07787536402103507,-0.055161050053393695,0.25486635303193306,0.1099674622678063,0.13084609187896526,0.051149081173228986,0.02250015167066722,-0.04915048500433296,0.012283568021977064,0.029339537830513268,-0.1021170835515003,-0.27654461731554303,-0.10651479823755869,-0.0907938506444981,-0.007884315877267326,-0.050760431831136106,-0.12637688546207254,-0.09065090431001052,0.14854423498653932,0.02643658753573057,0.0951653998917242,-0.005518420300261637,-0.11193719111568952,-0.028136851372186123,0.06486040902359583,0.07578567001690002,-0.0531822107862006,-0.03443554760998952,-0.28226807849814306,-0.12175752968365007,0.007096590285430093,-0.002528510420380918,-0.17825271182986707,-0.05414191739544938,0.111702550469446,0.037288327247371994,0.01716522557389094,-0.0798320743024446,-0.15086220932961078,0.0351728258064044,-0.026570225901954132,0.08285184569418079,-0.08998877104088991,0.07962085215308055,0.007637630366603087,0.07743521341419939
PC 4,-0.014502462841035743,0.09516987082129956,0.04977690195649885,0.31856374030959084,0.24374347325781304,0.33151931606762475,0.3001696987811232,0.19656809490103355,0.32045938270214624,-0.1482209541473995,0.19129930804439127,0.2379327195683558,0.2788203992062617,0.06612493329284205,-0.09333536966659371,-0.09527053003108683,-0.03280719928595568,-0.04512798397900653,-0.01121630397841765,0.026567705753068695,-0.04616709426589895,0.027332488389920778,0.025295088094196182,-0.11270591707070358,0.04678053311590698,0.026166185774580585,0.020750125538144634,0.06430505727335378,0.07536560409281079,-0.05355507492315097,0.049383226999910816,0.042344641599844406,-0.01759364713128645,0.0067511942057632895,0.01700235701727826,0.10062657052156965,0.04362878058036043,0.08875461005959726,-0.010152427785627938,-0.1423182026611939,0.04461144139802528,-0.10353086694449637,-0.17480590985249347,-0.13524538359592733,-0.09143863546874041,0.013840843243803408,0.053017191582071285,0.04552081207275388,0.04477283832506797,0.005027921199963363,0.022613874382594008,0.030188038130548978,0.06829117674709953,0.01208503083638451,-0.06912696524289856,-0.17087048302117352,0.005556096199862885,0.05290050905964368,-0.06569984010221555,0.002540116355955746,0.07704128839534022,-0.00296736684432715,0.04732038510840033,0.05247250790125701,0.044250350232396526,-0.049449804648095425,-0.031394553659639314,0.002659569862656987,-0.019767704472577814,0.045336080208919244,0.07089878091611299,-0.07996364652070063,0.07492701030209721,0.09563511173804433,-0.007917997300423871,0.10075615310906554,0.05409259342025694,-0.04193983615348609,0.020871093983228804,0.07051678584388019
PC 46,0.023563854309786664,-0.010953949916047154,0.06636048342999719,-0.020376720411730165,0.0033897734457643755,0.003110265492814776,-0.003534591334128985,0.027872156232119673,0.018625754163799316,-0.01005363256826991,-0.04636514651675,0.008151587808869504,0.03382553649542605,0.024070813325117027,0.16730240055929918,-0.2761228751178443,0.002586637214234244,-0.02531889034112493,-0.1334468347030368,0.021054836601451674,0.0017924741093112706,0.13185033350725073,-0.025491288529609954,-0.3527828478734262,0.0998133871058196,0.11109043458839457,0.04245896431574844,-0.052835241269700184,-0.12084628449359397,-0.007148353604440029,0.04912939901798266,0.003512932485637693,-0.0004696228696539628,0.10630965460356716,0.01957046620620448,-0.04684817700335687,-0.08562827847510347,-0.16746914358876075,0.1585693300293087,0.15796775465816762,0.14944193244679152,-0.005986632653737799,0.12580703430792164,-0.07750121784560327,-0.016054624927824293,0.02187019731157812,-0.16035888750057303,0.10507628244045544,-0.10349827488394486,-0.09734859777655334,0.04267077912604241,0.05169339131031066,0.1292091745271007,0.018243499510925465,0.19727255686092454,0.028391161728542835,-0.32093391086897466,0.1440212883425713,-0.16132611977034625,-0.2772757739923939,0.06295852019077725,0.004178091533064646,-0.018553455604424576,0.03993095247541031,0.017797189513075684,-0.023078761256093486,-0.020504321039322593,0.08930731165258948,-0.04413055184313521,0.052143086285003984,-0.1299704527936847,0.07992090618178471,0.040058692930508316,-0.2489023266181895,0.06861724318614454,0.0793051741603801,0.09032121165565488,-0.03818891521728954,0.17143060195138024,-0.18411929488998763
PC 45,0.0005829109029699951,0.007359742180695577,0.08681961567691973,-0.009784281091226648,-0.0049853986628900495,-0.012406857437745295,0.008353118854807343,0.010772748132634862,0.008056937496601002,0.06282461825536202,0.012001736241438389,-0.06197685727937128,0.01321643463125537,-0.014214338945754055,0.16674957051533715,-0.20709376242775776,0.00806296876698515,-0.014804335960360035,-0.020820928962874977,0.02443149711276083,-0.009874985193247652,0.1148747675022316,-0.04189420042939432,-0.054588922437478815,-0.08404283559949226,-0.036818755364251936,-0.026545273167917514,0.0895448067330578,0.04149887034689874,-0.12134757523358071,0.09520405112033717,0.08167346121173742,0.00784669297828113,0.008776451876212163,0.00029781523513602165,0.07055463132601769,-0.1349094746278648,-0.17755369571090307,0.06251752038715522,0.047035045522949584,0.1783513014820869,0.005017067931296394,-0.007886425220779234,-0.018344242686374614,-0.01406351291586047,0.17877683994110316,0.01796765201586524,-0.3208859872989804,0.3967171441119817,0.0025774426308161832,0.02592649514982416,-0.010442501379050909,-0.10701609960817725,-0.06364608084272165,0.06238386353925573,-0.047600448442166085,0.03556865189865978,-0.024674120849674745,-0.016456351728529474,-0.060959113875208235,0.03416466854752573,-0.02023078892988775,0.012977447997269565,0.18331537678941512,-0.2816860371700923,-0.024964435545331745,-0.05342850024686487,-0.09235871729738265,0.11546098910366139,0.15413695173165232,0.004692074353695001,0.005076341878388001,-0.26482495849723575,-0.006767758252315986,0.08749078747416042,-0.09614401088236338,-0.07863211256321359,0.026012895466484727,-0.24637559069956919,0.3337590770888403
PC 3,0.10159740941334032,-0.10654663829201227,-0.07008797807882539,-0.17672291453612754,-0.233050426160084,-0.13779347690023236,-0.1738219499686029,-0.24030019334909083,-0.135657357785755,0.04789069818727105,0.0031906271263017153,0.1564612202107722,0.17717714395244344,-0.05125804014359592,0.10214216212308284,0.08285214306592134,0.02744843925193757,-0.012902316841416711,0.04090381232486279,0.08564764454400323,-0.05043484482328067,0.0964092032351904,0.13867396670991303,-0.09685678171330925,-0.0141625282321069,0.12639484870776027,0.16263824358004797,0.1940665483818055,0.03647707002092699,-0.0835341216426331,0.012694258333787416,-0.0163388259986547,-0.10527685558596941,0.07049062135748936,0.13330361812515204,0.26868145402969285,0.0003900243546233645,0.23348938103094813,0.08690348231550898,-0.12567295830455608,0.0833875206108924,-0.08723728052579093,-0.1752537412546643,-0.1379152318735101,-0.14050090033346213,-0.09094601884320494,0.08429284086423695,0.03496847500290463,-0.08762984193826226,0.053667552760387184,0.06851576736923581,0.16106180622251773,-0.0168285372986375,0.10313441630964101,-0.010462813508148575,-0.17686476958311684,-0.04678607615057067,0.13593468327566366,-0.07532859529957353,-0.009911750510075692,-0.05380422917716804,-0.10482018428826873,0.024319063358037164,-0.011456210411432778,-0.11887097950114385,-0.07893112092633574,-0.11817116348540593,-0.06153754118820622,-0.12108834888840447,0.06705103972670155,0.10811274672681162,-0.16567774369959645,-0.03397034182839299,0.04494674110951647,-0.021760854058784165,-0.040348063781566613,-0.050729556759383385,-0.11640254475744916,-0.08711833274708367,-0.10275307773703557
