,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__bootstrap,param_rf__max_depth,param_rf__max_features,param_rf__min_samples_leaf,param_rf__min_samples_split,param_rf__n_estimators,params,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_test_AUPRC,split1_test_AUPRC,split2_test_AUPRC,mean_test_AUPRC,std_test_AUPRC,rank_test_AUPRC
0,2.251978874206543,0.04927443373884864,0.13636295000712076,0.02364951570601075,True,,2,1,2,100,"{'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.6578580784714878,0.6577422270303506,0.6401980174902154,0.6519327743306845,0.00829786092788605,1279,0.5070318765282273,0.5167003071175322,0.5923876697759867,0.5387066178072487,0.03816290644825861,87
1,4.304269075393677,0.05252537135382729,0.1732625961303711,0.030077428169145944,True,,2,1,2,200,"{'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",0.6600139861058056,0.6647079597116031,0.6522624281415601,0.6589947913196562,0.0051317237210850115,1237,0.4549403237000735,0.46494927963354726,0.5357785370599033,0.485222713464508,0.03598113648636926,369
2,6.29673433303833,0.12925809113057982,0.394715150197347,0.19556880562405046,True,,2,1,2,300,"{'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 300}",0.6673429535630651,0.6672942068647489,0.6571728562130736,0.6639366722136292,0.004782781563565833,990,0.42486301564584933,0.4602163376329542,0.4529803458066711,0.44601989969515826,0.015249048089076137,757
3,10.871263027191162,0.3691500515273253,0.4293983777364095,0.06609542345263096,True,,2,1,2,500,"{'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 500}",0.6703984021992616,0.6699657015494863,0.6646211312700107,0.6683284116729196,0.0026273882408738287,359,0.41193844160028054,0.473885645986554,0.4562351005497727,0.44735306271220243,0.026058037530733942,747
4,2.4014546076456704,0.25305084658475036,0.12065680821736653,0.0027271766861779027,True,,2,1,5,100,"{'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}",0.6557929881271286,0.6596792066069391,0.6563224482410066,0.6572648809916914,0.001720815336863652,1254,0.48418925507247196,0.5076724079510451,0.5220808005214749,0.5046474878483306,0.015616335685200882,240
5,4.005279064178467,0.03916524033048954,0.12351536750793457,0.0008675378873954239,True,,2,1,5,200,"{'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}",0.6602273520279975,0.6669213553214403,0.6561283611362706,0.6610923561619028,0.004448472021120016,1174,0.4412409122465398,0.49969289608322104,0.4815010430791485,0.47414495046963645,0.024423249544518032,475
6,6.048351685206096,0.23349383264699652,0.2541438738505046,0.022207692918988213,True,,2,1,5,300,"{'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 300}",0.6644837286296703,0.6710976331101899,0.6608046929191771,0.6654620182196791,0.00425863376647028,797,0.45540691727702975,0.5089423305702544,0.48112211694841145,0.48182378826523187,0.02186137196208158,382
7,10.37483835220337,0.10499475931914364,0.4309499263763428,0.05451153960043677,True,,2,1,5,500,"{'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}",0.668765636196392,0.6705394502713814,0.6638951287541749,0.6677334050739828,0.002809018562126397,469,0.4207460713071989,0.4748514343944008,0.47917057896770154,0.45825602822310046,0.02658209175787163,655
8,2.2643916606903076,0.11027690233985717,0.11860307057698567,0.0008389217783746629,True,,2,1,10,100,"{'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 100}",0.6587922686402183,0.6570512477514595,0.6608252447491899,0.6588895870469559,0.001542263809888346,1238,0.457910257121025,0.5120180905192026,0.4705160833914301,0.48014814367721925,0.02311560580752091,404
9,3.941392421722412,0.17044944989019942,0.13002451260884604,0.011739303498087343,True,,2,1,10,200,"{'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 200}",0.6640421645103538,0.6664090188726604,0.65954592373301,0.6633323690386748,0.0028464452606347564,1031,0.44062471072987247,0.5028727542840222,0.44659109533686514,0.46336285345025335,0.028043699639911185,604
10,5.899484316507976,0.10811900278045372,0.2445243994394938,0.016673356437745916,True,,2,1,10,300,"{'rf__bootstrap': True, 'rf__max_depth': None, 'rf__max_features': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 300}",0.6682032255091787,0.6701409393426722,0.6606958533460324,0.6663466727326277,0.004073287249881367,658,0.4206199483037777,0.4760062032791337,0.44018251575850376,0.445602889113805,0.02293388534508027,760
